Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,,,,,,,,,,,
AvgDialog_22125_Content_61,ahVA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,311,AvgDialog,Content,画家,多少号？！！,What's the number?!,,,,,,,,,,,
AvgDialog_22125_Content_62,ahVB,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,312,AvgDialog,Content,玩家,1……呃，88号。,"1... Uh, No. 88.",,,,,,,,,,,
AvgDialog_22125_Content_63,ahVC,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,313,AvgDialog,Content,画家,你说的是101……这里没有101号……,"Speaking to strangers? You've made great progress already, Horla!",,,,,,,,,,,
AvgDialog_22125_Content_64,ahVD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,314,AvgDialog,Content,画家,你们是小偷……你们偷走了我的画！就是你们偷走了我的画！！,You liars... You stole my painting! It was you who stole my painting!!,,,,,,,,,,,
AvgDialog_22125_Content_66,ahVF,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,316,AvgDialog,Content,,几道绚烂诡异的色彩突然出现在附近的建筑上，像是一幅完整的画，被某种不知名的力量撕扯成混乱的颜色集合。,101... I don't remember if there is a No. 101 on March Street.,,,,,,,,,,,
AvgDialog_22125_Content_69,ahVI,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,319,AvgDialog,Content,画家,把我的画……还给我……！,Give me back my painting!!,,,,,,,,,,,
AvgDialog_22125_Content_72,ahVM,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,322,AvgDialog,Content,,胸前的校徽，泛起银色的光。,We've checked the whole street twice already.,,,,,,,,,,,
AvgDialog_22125_Content_73,ahVN,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,323,AvgDialog,Content,玩家,西岱……又发生什么事了吗？,"Only one person, and they look like an animal, but I suppose it's not nothing...",,,,,,,,,,,
AvgDialog_22125_Content_74,ahVO,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,324,AvgDialog,Content,朵尔,一栋建筑，消失了。,Huh? But I don't see where No. 101 is...,,,,,,,,,,,
AvgDialog_22125_Content_76,ahVQ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,326,AvgDialog,Content,朵尔,99号。,March Street... There is no No. 101.,,,,,,,,,,,
AvgDialog_22125_Content_77,ahVR,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,327,AvgDialog,Content,,你看着眼前残留的99号门牌，深吸了一口气。,The highest house number here is this one.,,,,,,,,,,,
AvgDialog_22125_Content_79,ahVT,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,329,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，我有个猜测……,March Street... No. 99.,,,,,,,,,,,
AvgDialog_22125_Content_82,ahVX,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,332,AvgDialog,Content,玩家,……奥尔拉，你要不要认真听听自己在说什么。,"......Horla, what are you saying?",,,,,,,,,,,
AvgDialog_22125_Content_84,ahVZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,334,AvgDialog,Content,玩家,不是真实的西岱……,This isn't the real Cité...?,,,,,,,,,,,
AvgDialog_22125_Content_85,ahWa,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,335,AvgDialog,Content,无纸奥尔拉,需要用诗买票的毛毛虫电车，蝴蝶夫人，只有99号的三月街，画家，雏菊星星……,"The Caterpillar Train that requires a poem for a ticket, Madame Butterfly, only No. 99 March Street, the Painter, Daisy Stars...",,,,,,,,,,,
AvgDialog_22125_Content_88,ahWd,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,338,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，这里不是真实的西岱。,"{Male=Sir,Female=Madam} Keeper, this is not the real Cité.",,,,,,,,,,,
AvgDialog_22125_Content_89,ahWe,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,339,AvgDialog,Content,无纸奥尔拉,这里，是我<Yellow:诗里的西岱>……,This is the <Yellow:Cité of my imagination>...,,,,,,,,,,,
AvgDialog_22125_Content_94,ahWk,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,344,AvgDialog,Content,无纸奥尔拉,我也不知道……这里有些东西和我诗里写的也不完全一样。,You watch it warily. The Caterpillar Train seems friendly enough...,,,,,,,,,,,
AvgDialog_22125_Content_95,ahWl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,345,AvgDialog,Content,无纸奥尔拉,诗里的这一切，本来应该是美好又永恒的……我也不知道为什么会变成现在这样……,"Excuse me, does this train go to Medici Avenue?",,,,,,,,,,,
AvgDialog_22125_Content_97,ahWn,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,347,AvgDialog,Content,玩家,路你还记得吗？,"A railcar that can go anywhere, huh... Sure, that makes sense.",,,,,,,,,,,
AvgDialog_22125_Content_100,ahUw,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,350,AvgDialog,Content,无纸奥尔拉,走吧，守密人%sirormadam%，我们去玫瑰园……去我死去的地方。,"Hello! Madame Butterfly, Mr. Caterpillar!",,,,,,,,,,,
AvgDialog_22121_Content_5,ahTA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,355,AvgDialog,Content,无纸奥尔拉,不过……这里为什么变成了这个样子？,"Growing up in the flower house was nice, but a bit cramped. We dreamed of having a home in the manor someday.",,,,,,,,,,,
AvgDialog_22121_Content_6,ahTL,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,356,AvgDialog,Content,,在它脚下硕大的花园里，长满了死灰色的枯草。你们向花园中走去。,"In the vast garden at its foot, gray withered grass grew everywhere. You walk into the garden.",,,,,,,,,,,
AvgDialog_22121_Content_7,ahTW,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,357,AvgDialog,Content,玩家,越靠近这里，周围的色彩就变得越暗淡……这些，也是你诗集里的想象吗？,"The closer you get, the dimmer the colors around you become... Are these also part of the imagination of your poetry?",,,,,,,,,,,
AvgDialog_22121_Content_9,ahUm,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,359,AvgDialog,Content,,或许是因为写过一些和死亡有关的诗,"I have no choice. Some gaze at the stars, while others must watch the ground beneath their feet.",,,,,,,,,,,
AvgDialog_22121_Content_10,ahSJ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,360,AvgDialog,Content,,或许是受到了那场大火的影响,Perhaps it's been affected by that great fire.,,,,,,,,,,,
AvgDialog_22121_Content_12,ahSL,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,362,AvgDialog,Content,玩家,奥尔拉，那本诗集是放在哪里的？,"Only thanks to Mr. Herbert. Without your help, I would have died from Dissolution.",,,,,,,,,,,
AvgDialog_22121_Content_14,ahSN,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,364,AvgDialog,Content,无纸奥尔拉,我们住在种植玫瑰的温室里，穿过那片花圃就能找到了。,We lived in a greenhouse where roses are grown. You can find it by crossing the flower bed.,,,,,,,,,,,
AvgDialog_22121_Content_15,ahSO,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,365,AvgDialog,Content,无纸奥尔拉,啊！,The dissolved poem produced such a unique domain. Even the dissolved verses could disturb real objects.,,,,,,,,,,,
AvgDialog_22121_Content_16,ahSP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,366,AvgDialog,Content,玩家,有危险？！,Not even Mythag can find many research projects this interesting.,,,,,,,,,,,
AvgDialog_22121_Content_17,ahSQ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,367,AvgDialog,Content,无纸奥尔拉,啊，不是……守密人%sirormadam%，您看那里。,"Ah, no... {Male=Sir,Female=Madam} Keeper, look there.",,,,,,,,,,,
AvgDialog_22121_Content_20,ahSU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,370,AvgDialog,Content,无纸奥尔拉,来到这里以后，我们经常玩这个游戏，有时候我演贵族，有时候柯蕾特演。,"When we lived here, Colette and I would often play this game together. Sometimes I would play the noble, sometimes she would.",,,,,,,,,,,
AvgDialog_22121_Content_21,ahSV,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,371,AvgDialog,Content,无纸奥尔拉,这幅画是她画的，画得不太好看。不过当时我们没有更多的粉笔了。,"According to your statement, by that time, the dissolution of the poem will spread and may even affect the entirety of Cité?",,,,,,,,,,,
AvgDialog_22121_Content_22,ahSW,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,372,AvgDialog,Content,无纸奥尔拉,这个红裙子，是她用玫瑰的花汁涂抹出来的……现在已经看不太清楚了，好可惜。,"She dyed this dress red with juice from the roses... It's barely visible now, what a pity.",,,,,,,,,,,
AvgDialog_22121_Content_23,ahSX,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,373,AvgDialog,Content,,奥尔拉的手指轻轻从那副简笔画上拂过，嘴角轻轻扬起。,Of course. But I care about what I have... Will my Domain still be stable by then?,,,,,,,,,,,
AvgDialog_22121_Content_25,ahSZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,375,AvgDialog,Content,无纸奥尔拉,也是我最好的朋友。,She was also my best friend.,,,,,,,,,,,
AvgDialog_22121_Content_26,ahTa,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,376,AvgDialog,Content,无纸奥尔拉,小时候住在花房，虽然也很好，但是有一点点挤。我们就梦想着，有一天能在这上面的小楼里有一间房子。,"Growing up in the flower house was nice, but a bit cramped. We dreamed of having a home in the manor someday.",,,,,,,,,,,
AvgDialog_22121_Content_27,ahTb,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,377,AvgDialog,Content,无纸奥尔拉,不过，直到最后也没有住上……,"One day, I'll even buy us a home in that building!",,,,,,,,,,,
AvgDialog_22121_Content_29,ahTd,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,379,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，穿过这片玫瑰园，我们就快到了。,"{Male=Sir,Female=Madam} Keeper, through this rose garden, we're almost there.",,,,,,,,,,,
AvgDialog_22121_Content_32,ahTh,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,382,AvgDialog,Content,玩家,是柯蕾特种的？,Were they Colette's?,,,,,,,,,,,
AvgDialog_22121_Content_33,ahTi,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,383,AvgDialog,Content,无纸奥尔拉,嗯！那时候，我们刚刚从以前的庄园被赶出来，没有地方去……,"Although it was extremely tough and we were far from buying a house, we were actually quite happy during that time.",,,,,,,,,,,
AvgDialog_22121_Content_36,ahTl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,386,AvgDialog,Content,生前奥尔拉,柯蕾特，我们快走吧……要是被人发现，会很麻烦的！,"In the vast garden at its foot, gray withered grass grew everywhere. You walk into the garden.",,,,,,,,,,,
AvgDialog_22121_Content_37,ahTm,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,387,AvgDialog,Content,柯蕾特,不会的。你看——,Hard to say... Maybe. I don't really know what to think.,,,,,,,,,,,
AvgDialog_22121_Content_40,ahTq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,390,AvgDialog,Content,柯蕾特,没人会在牢里住。奥尔拉，你看那边！,"No one's going to jail. Horla, look over there!",,,,,,,,,,,
AvgDialog_22121_Content_43,ahTt,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,393,AvgDialog,Content,生前奥尔拉,柯蕾特……这是？,"The poem is buried over there! {Male=Sir,Female=Madam} Keeper, please follow me!",,,,,,,,,,,
AvgDialog_22121_Content_46,ahTw,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,396,AvgDialog,Content,,她这才注意到，柯蕾特母亲留给她的项链没有挂在她的脖子上。,"The closer you get, the dimmer the colors around you become... Are these also part of the imagination of your poetry?",,,,,,,,,,,
AvgDialog_22121_Content_47,ahTx,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,397,AvgDialog,Content,生前奥尔拉,柯蕾特！你……,"She points to a small spot in the middle of the backyard. The surrounding roses had turned to ash and fertilizer, now overgrown with black weeds.",,,,,,,,,,,
AvgDialog_22121_Content_48,ahTy,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,398,AvgDialog,Content,柯蕾特,这些都不重要，奥尔拉。重要的是，这不是什么伯爵的花园——这是我们的花园。,"Shh~ None of that matters, Horla. What matters is, this isn't some count's garden—this is <Italic:our garden.>",,,,,,,,,,,
AvgDialog_22121_Content_49,ahTz,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,399,AvgDialog,Content,柯蕾特,我们以后就在花园里睡觉，做饭……我会靠这块土地上长出的花，给我们买衣服，买吃的。,We'll eat and sleep in the greenhouse... I'll sell the flowers that grow on this land to buy us clothes and food.,,,,,,,,,,,
AvgDialog_22121_Content_50,ahTB,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,400,AvgDialog,Content,柯蕾特,总有一天，就连上面那栋楼房里的房子，我也要买下来！,"One day, I'll even buy us a home in that building!",,,,,,,,,,,
AvgDialog_22121_Content_52,ahTD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,402,AvgDialog,Content,生前奥尔拉,除了写一些没有人看的诗，我什么忙也帮不上……,"{Male=Sir,Female=Madam} Keeper, through this rose garden, we're almost there.",,,,,,,,,,,
AvgDialog_22121_Content_56,ahTH,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,406,AvgDialog,Content,无纸奥尔拉,那之后，她就靠这个花园里的花养活了我们两个人。,Were they Colette's?,,,,,,,,,,,
AvgDialog_22121_Content_57,ahTI,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,407,AvgDialog,Content,无纸奥尔拉,虽然非常辛苦，离买下房子也差了很远很远，但我能感觉到，那段时间，我们其实过得很开心。,"Although it was extremely tough and we were far from buying a house, we were actually quite happy during that time.",,,,,,,,,,,
AvgDialog_22121_Content_60,ahTM,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,410,AvgDialog,Content,无纸奥尔拉,说不上来……或许吧。我也不知道应该怎么样才好。,Hard to say... Maybe. I don't really know what to think.,,,,,,,,,,,
AvgDialog_22121_Content_64,ahTQ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,414,AvgDialog,Content,无纸奥尔拉,对不起！守密人%sirormadam%……我又让你难过了……,"No one's going to jail. Horla, look over there!",,,,,,,,,,,
AvgDialog_22121_Content_67,ahTT,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,417,AvgDialog,Content,无纸奥尔拉,诗集就埋在那边！守密人%sirormadam%，请随我来！,"The poem is buried over there! {Male=Sir,Female=Madam} Keeper, please follow me!",,,,,,,,,,,
AvgDialog_22121_Content_70,ahTX,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,420,AvgDialog,Content,,她指着后院中间的一小块地方。四周的玫瑰已经变成了灰烬与养料，变成了如今丛生的黑色杂草。,"She points to a small spot in the middle of the backyard. The surrounding roses had turned to ash and fertilizer, now overgrown with black weeds.",,,,,,,,,,,
AvgDialog_22121_Content_71,ahTY,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,421,AvgDialog,Content,,弥萨格的报告上说，他们是在一块被烧焦的空地上找到了奥尔拉的银芯。,"Shh~ None of that matters, Horla. What matters is, this isn't some count's garden—this is <Italic:our garden.>",,,,,,,,,,,
AvgDialog_22121_Content_72,ahTZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,422,AvgDialog,Content,,——那是诗集的埋藏处。那是她的葬身之地。,We'll eat and sleep in the greenhouse... I'll sell the flowers that grow on this land to buy us clothes and food.,,,,,,,,,,,
AvgDialog_22121_Content_77,ahUe,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,427,AvgDialog,Content,玩家,谁？！——,"Ah, look, {Male=Sir,Female=Madam} Keeper! It's the stars!",,,,,,,,,,,
AvgDialog_22121_Content_83,ahUl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,433,AvgDialog,Content,贵妇,欢迎回家，奥尔拉。,"Ah, so {Male=Sir,Female=Madam} Keeper has been observing all along?",,,,,,,,,,,
AvgDialog_22120_Content_2,ahRr,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,435,AvgDialog,Content,无纸奥尔拉,你是……柯蕾特……,"Colette ignores you, adjusts her clothing, and walks into the building.",,,,,,,,,,,
AvgDialog_22120_Content_6,ahSj,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,439,AvgDialog,Content,老年柯蕾特,看到你现在还是这么年轻，真是让人高兴。,Perhaps it's been affected by that great fire.,,,,,,,,,,,
AvgDialog_22120_Content_7,ahSu,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,440,AvgDialog,Content,玩家,你是怎么看到奥尔拉的？,"When we lived here, Colette and I would often play this game together. Sometimes I would play the noble, sometimes she would.",,,,,,,,,,,
AvgDialog_22120_Content_21,ahRt,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,454,AvgDialog,Content,老年柯蕾特,还记得吗，曾经我们最大的梦想，不过是要买下一间房。,"You try to chase after her, but the building suddenly vanishes and reappears behind you.",,,,,,,,,,,
AvgDialog_22120_Content_22,ahRu,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,455,AvgDialog,Content,老年柯蕾特,可如今呢？诗歌，子民，土地……还有我们一直梦想着的这栋楼。,"You discover that the garden's structure was completely inverted, like a living creature.",,,,,,,,,,,
AvgDialog_22120_Content_27,ahRz,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,460,AvgDialog,Content,,柯蕾特笑着摇了摇头。,"It's still unclear how this place was formed. However, it seems that finding her may prove quite troublesome.",,,,,,,,,,,
AvgDialog_22120_Content_31,ahRE,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,464,AvgDialog,Content,老年柯蕾特,有些时候，我真的很嫉妒你。嫉妒你的才华，你的天赋，也嫉妒你的天真。,"It's not you, Horla. I don't really understand anyone's poetry.",,,,,,,,,,,
AvgDialog_22120_Content_43,ahRR,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,476,AvgDialog,Content,,柯蕾特没有理会你，整理了一下衣着，走入楼中。,"Colette ignores you, adjusts her clothing, and walks into the building.",,,,,,,,,,,
AvgDialog_22120_Content_45,ahRT,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,478,AvgDialog,Content,,你想要追上去，但眼前的楼突然一下消失，出现在你的身后。,"You try to chase after her, but the building suddenly vanishes and reappears behind you.",,,,,,,,,,,
AvgDialog_22120_Content_46,ahRU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,479,AvgDialog,Content,,你发现，花园的结构整个颠倒了过来，如同一个会动的活物。,"You discover that the garden's structure was completely inverted, like a living creature.",,,,,,,,,,,
AvgDialog_22120_Content_50,ahRZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,483,AvgDialog,Content,玩家,现在还不清楚这个地方到底是怎么形成的。不过看起来想要找到她，恐怕是有些麻烦了。,"It's still unclear how this place was formed. However, it seems that finding her may prove quite troublesome.",,,,,,,,,,,
AvgDialog_22120_Content_51,ahSa,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,484,AvgDialog,Content,玩家,我们快追上去！,"By then, all the power and wealth in Cité will be yours.",,,,,,,,,,,
AvgDialog_22120_Content_52,ahSb,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,485,AvgDialog,Content,,你带着奥尔拉接近大楼，正准备闯进去的时候，奥尔拉发出一声惊呼。,"An inexorable victory. Ah, Colette... haven't you always been a winner?",,,,,,,,,,,
AvgDialog_22120_Content_53,ahSc,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,486,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，您看这是什么？,"{Male=Sir,Female=Madam} Keeper, what do you see here?",,,,,,,,,,,
AvgDialog_22120_Content_55,ahSe,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,488,AvgDialog,Content,,你拾起信，将它拆开。,You pick up the letter and open it.,,,,,,,,,,,
AvgDialog_22120_Content_57,ahSg,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,490,AvgDialog,Content,,咔嗒——,"<Italic:We will all be winners, Mr. Herbert.>",,,,,,,,,,,
AvgDialog_22120_Content_61,ahSl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,494,AvgDialog,Content,老年柯蕾特,多亏了赫伯特先生。要是没有您的帮助，我早就已经因为融蚀而死去了。,"Only thanks to Mr. Herbert. Without your help, I would have died from Dissolution.",,,,,,,,,,,
AvgDialog_22120_Content_63,ahSn,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,496,AvgDialog,Content,赫伯特,各取所需。我需要您帮忙，验证密境与现实世界统一的可能性。,We lived in a greenhouse where roses are grown. You can find it by crossing the flower bed.,,,,,,,,,,,
AvgDialog_22120_Content_64,ahSo,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,497,AvgDialog,Content,赫伯特,被融蚀的诗集，竟能产生如此特殊的密境。被融蚀的诗句，竟能干扰到现实的物体……,The dissolved poem produced such a unique domain. Even the dissolved verses could disturb real objects.,,,,,,,,,,,
AvgDialog_22120_Content_65,ahSp,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,498,AvgDialog,Content,赫伯特,就连弥萨格，也找不出几个这样有趣的研究。,Not even Mythag can find many research projects this interesting.,,,,,,,,,,,
AvgDialog_22120_Content_66,ahSq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,499,AvgDialog,Content,老年柯蕾特,如果能一直活在虚假中，那就不存在虚假了。,"Ah, no... {Male=Sir,Female=Madam} Keeper, look there.",,,,,,,,,,,
AvgDialog_22120_Content_70,ahSv,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,503,AvgDialog,Content,老年柯蕾特,照您的说法，到那时候，诗集的融蚀将会扩散，甚至可能会影响到整个西岱？,"According to your statement, by that time, the dissolution of the poem will spread and may even affect the entirety of Cité?",,,,,,,,,,,
AvgDialog_22120_Content_71,ahSw,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,504,AvgDialog,Content,赫伯特,我不记得您是一个关心道德的人。,"She dyed this dress red with juice from the roses... It's barely visible now, what a pity.",,,,,,,,,,,
AvgDialog_22120_Content_72,ahSx,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,505,AvgDialog,Content,老年柯蕾特,当然。但我关心我所拥有的东西……到那时候，我的密境会受到影响吗？,Of course. But I care about what I have... Will my Domain still be stable by then?,,,,,,,,,,,
AvgDialog_22120_Content_74,ahSz,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,507,AvgDialog,Content,赫伯特,密境现在能覆盖的地方还不大，等到仪式完成，它将会扩散到西岱全境。,She was also my best friend.,,,,,,,,,,,
AvgDialog_22120_Content_75,ahSA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,508,AvgDialog,Content,赫伯特,到那个时候，整个西岱的权力与财富，都将是您的。,"By then, all the power and wealth in Cité will be yours.",,,,,,,,,,,
AvgDialog_22120_Content_76,ahSB,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,509,AvgDialog,Content,赫伯特,“柯蕾特”，胜利……您从来都是赢家。不是吗？,"An inexorable victory. Ah, Colette... haven't you always been a winner?",,,,,,,,,,,
AvgDialog_22120_Content_77,ahSC,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,510,AvgDialog,Content,,花匠走到窗边，看着她的花园。,"{Male=Sir,Female=Madam} Keeper, what do you see here?",,,,,,,,,,,
AvgDialog_22120_Content_79,ahSE,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,512,AvgDialog,Content,,贵妇人的脸倒映在摇晃的酒杯上，如同某种溃烂的创口。,You pick up the letter and open it.,,,,,,,,,,,
AvgDialog_22120_Content_80,ahSG,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,513,AvgDialog,Content,老年柯蕾特,我们都会是赢家，赫伯特先生。,"<Italic:We will all be winners, Mr. Herbert.>",,,,,,,,,,,
AvgDialog_22133_Content_2,aifV,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,515,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，诗中世界……消失了？,"{Male=Sir,Female=Madam} Keeper, has the poetic world... disappeared?",,,,,,,,,,,
AvgDialog_22133_Content_3,aigg,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,516,AvgDialog,Content,玩家,你看门外。,Look back outside.,,,,,,,,,,,
AvgDialog_22133_Content_4,aigr,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,517,AvgDialog,Content,,奥尔拉回头向外望去。,Horla looks outside the door.,,,,,,,,,,,
AvgDialog_22133_Content_14,aifP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,527,AvgDialog,Content,,你探出头去望了望，怪物暂时跑开，你拉起奥尔拉，迅速跑上楼梯。,"Peering out, you see the monster went somewhere else. You grab Horla and quickly run upstairs.",,,,,,,,,,,
AvgDialog_22133_Content_29,aigf,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,542,AvgDialog,Content,无纸奥尔拉,守密人%sirormadam%，前面就是……,"{Male=Sir,Female=Madam} Keeper, up ahead is...",,,,,,,,,,,
AvgDialog_22133_Content_31,aigi,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,544,AvgDialog,Content,,你一把捂住奥尔拉的嘴，把她拉到墙的拐角边。,You quickly cover Horla's mouth and pull her to the corner of the wall.,,,,,,,,,,,
AvgDialog_22133_Content_35,aigm,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,548,AvgDialog,Content,怪物A,我们已经守了这么久了，什么都没看到。待会儿会不会赶不上庆典仪式了？,We've been keeping watch for so long and haven't seen anything. Won't we miss the ceremony?,,,,,,,,,,,
AvgDialog_22133_Content_37,aigo,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,550,AvgDialog,Content,怪物A,真是期待啊，能够亲眼目睹柯蕾特夫人的现场创作……,I'm truly looking forward to witnessing Madam Colette's live creation...,,,,,,,,,,,
AvgDialog_22133_Content_38,aigp,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,551,AvgDialog,Content,怪物B,柯蕾特夫人的现场创作，每年只有一次。做好准备，士兵。我们待会儿可是要跟整个西岱的人抢位置！,"Madam Colette's live performance happens only once a year. Get ready, soldiers. We'll be competing with all of Cité for seats!",,,,,,,,,,,
AvgDialog_22133_Content_47,aigz,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,560,AvgDialog,Content,,伴随着银色的光芒，几道漂亮的字迹从空中划过，刻入怪物们的体内。两只怪物陷入了沉睡。,"Accompanied by silver light, elegant script appears in the air, inscribing itself into the monsters. The two monsters fall into a deep sleep.",,,,,,,,,,,
AvgDialog_22133_Content_52,aigF,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,565,AvgDialog,Content,玩家,你刚才皱着眉头，是在思考什么吗？,"{Male=Sir,Female=Madam} Keeper, up ahead is...",,,,,,,,,,,
AvgDialog_22133_Content_53,aigG,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,566,AvgDialog,Content,无纸奥尔拉,噢……守密人%sirormadam%，我在想刚才那两个怪物的谈话……,Look back outside.,,,,,,,,,,,
AvgDialog_22133_Content_55,aigI,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,568,AvgDialog,Content,无纸奥尔拉,在那本诗集里，我写过一首诗，是关于诗之城雕像的。,You quickly cover Horla's mouth and pull her to the corner of the wall.,,,,,,,,,,,
