AvgDialog_8224_Content_30,aqzj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,208,AvgDialog,Content,,萨尔瓦多站在了叫喊者与爱德华之间，用身体隔绝了双方的视线，安抚地抬起一只手。,"Salvador stands between the screaming man and Edward, body-blocking them and raising a calming hand."
AvgDialog_8224_Content_31,aqzk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,209,AvgDialog,Content,萨尔瓦多,"父神的爱降于所有，祂的旨意是叫你们彼此为善。
杀戮的暴行是不应当的，你们都应该知晓。","The Father's love descends upon all. Doing good unto others is his will.\nActs of mindless slaughter are unacceptable, you should all be aware of this."
AvgDialog_8224_Content_32,aqzl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,210,AvgDialog,Content,汤普森,他杀了米莉！,He killed Millie!
AvgDialog_8224_Content_33,aqzm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,211,AvgDialog,Content,萨尔瓦多,"而他应当为此忏悔，但已死之人是无法做到这点的。
让他活着吧，这样他才能真正赎罪。","He should repent for this, yet the dead cannot.\nLet him live so he can truly atone for his sin."
AvgDialog_8224_Content_34,aqzn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,212,AvgDialog,Content,汤普森,"我让他活着了，我没有在发现他没死的时候立刻再杀了他！结果呢？
他转头就盯上了<Yellow:索菲亚>家，盯上了<Yellow:她的姐姐>。","I let him live. I didn't kill him when I realised he was still kicking! And what happened?\nHe turned his attention to <Yellow:Sophia>'s family, targeting <Yellow:her sister>."
AvgDialog_8224_Content_35,aqzo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,213,AvgDialog,Content,汤普森,他不会悔改，他没资格！他要为他所做的一切付出代价！,He will never repent; he doesn't deserve it! He must pay for everything he has done!
AvgDialog_8224_Content_36,aqzp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,214,AvgDialog,Content,愤怒的市民,<Big:没错！>,<Big:That's right!>
AvgDialog_8224_Content_37,aqzq,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,215,AvgDialog,Content,粗鲁的市民,<BigShake:杀了他，让他偿命！>,<BigShake:Kill him! Make him pay with his life!>
AvgDialog_8224_Content_38,aqzr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,216,AvgDialog,Content,,萨尔瓦多叹了口气。,Salvador sighs.
AvgDialog_8224_Content_39,aqzs,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,217,AvgDialog,Content,萨尔瓦多,"愤怒蒙蔽了你们的双眼，我的孩子，勿要再被它牵引了。
看看他，难道他此刻不是表现出了悔改之意吗？","Anger has blinded your eyes, my child. Do not let it lead you any longer.\nLook at him. Does he not show signs of repentance?"
AvgDialog_8224_Content_40,aqzu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,218,AvgDialog,Content,,爱德华瑟缩在长椅边，低垂的头歪斜地靠在扶手上，嘴里不住念叨着赎罪的话语。,"Edward remains curled up beside the pew, his head drooping sideways against its armrest, muttering words of penance."
AvgDialog_8224_Content_41,aqzv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,219,AvgDialog,Content,萨尔瓦多,灵魂的迷途不应是他永受黑暗之苦的原因，再给他一次机会吧，父神期望的道路永远欢迎改过自新者。,A soul's single meandering should not condemn him to eternal darkness forevermore. Give him another chance—the path desired by Father God always welcomes the repentant.
AvgDialog_8224_Content_42,aqzw,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,220,AvgDialog,Content,,咚咚咚。,"Knock, knock, knock."
AvgDialog_8224_Content_43,aqzx,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,221,AvgDialog,Content,,敲门声打断了你们的交谈，一个陌生的声音透过门板隐隐传来。,"A knock interrupts your conversation, and a faint, unfamiliar voice comes through the door."
AvgDialog_8224_Content_44,aqzy,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,222,AvgDialog,Content,陌生的声音,主教阁下，你在吗？萨尔瓦多主教？,"Your Excellency Bishop, are you there? Bishop Salvador?"
AvgDialog_8224_Content_45,aqzz,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,223,AvgDialog,Content,,主教停了停，略带歉意地转向你。,"The bishop pauses for a moment, turning to you with a hint of apology."
AvgDialog_8224_Content_46,aqzA,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,224,AvgDialog,Content,萨尔瓦多,恐怕我又需要你的帮助了，%player%%sirormadam%，能烦请你照看一下爱德华吗？,"I'm afraid I will need your help once more, {Male=Mr.,Female=Miss} %player%, could you please take care of Edward?"
AvgDialog_8224_Content_47,aqzB,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,225,AvgDialog,Content,玩家,"他绑在这里也出不了什么事。
我和你一起去吧，兴许是索菲亚把警察带来了。","He's tied up here, so nothing will happen.\nI'll go with you. Perhaps Sophia has brought the police."
AvgDialog_8224_Content_48,aqzC,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,226,AvgDialog,Content,,你和萨尔瓦多一同朝门口走去。而随着你们的靠近，模糊的人声也愈发清晰。,"You and Salvador walk toward the door. As you get closer, the indistinct voices become clearer."
AvgDialog_8224_Content_49,aqzD,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,227,AvgDialog,Content,,萨尔瓦多握住门把，向内一拉——,"Salvador grabs the doorknob, opening the door—"
AvgDialog_8224_Content_50,aqzF,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,228,AvgDialog,Content,敲门的市民,主教阁下，你终于开门了！,"Your Grace, you've finally opened the door!"
AvgDialog_8224_Content_51,aqzG,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,229,AvgDialog,Content,,门被外力推开，比先前更加鼎沸的人声随着阳光一同涌了进来。一群人挤在门前，将这唯一的通道堵得严严实实。,"The door is forced open, and the clamor of the crowd surges in along with the sunlight. A group of people crowds the entrance, completely blocking the only passage."
AvgDialog_8224_Content_52,aqzH,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,230,AvgDialog,Content,萨尔瓦多,诸位这是？,"What is this, everyone?"
AvgDialog_8224_Content_53,aqzI,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,231,AvgDialog,Content,敲门的市民,是这样的主教阁下，我突然很想进去，呃……向父神祷告！对，我突然很想进去祷告，但这帮混账东西不让！您帮帮忙，让我进去——,"Certainly, Your Excellency Bishop. I suddenly felt the urge to, um... pray to the Father! Yes, I really want to go in and pray, but these bastards won't let me! Please help me get in—"
AvgDialog_8224_Content_54,aqzJ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,232,AvgDialog,Content,,那人说着就往里迈步，却被一旁的人猛地拉住。,"The person starts to step inside, yet is pulled back abruptly."
AvgDialog_8224_Content_55,aqzK,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,233,AvgDialog,Content,围观的市民,凭什么是你先？我在这里站好久了，怎么也得是我吧！,Why should it be you first? I've been standing here for ages. It should definitely be me!
AvgDialog_8224_Content_56,aqzL,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,234,AvgDialog,Content,敲门的市民,胡扯什么，大家不是都一块儿来的，要我说门还是我敲的呢？,Nonsense! Didn't we all come together? I was the one who knocked on the door!
AvgDialog_8224_Content_57,aqzM,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,235,AvgDialog,Content,萨尔瓦多,诸位，请冷静——,"Everyone, please calm down —"
AvgDialog_8224_Content_58,aqzN,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,236,AvgDialog,Content,,萨尔瓦多的声音很快被又一个声音盖过。,Salvador's voice was quickly drowned out by another voice.
AvgDialog_8224_Content_59,aqzO,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,237,AvgDialog,Content,后排的市民,为什么非得是你俩啊，我们也等了很久了！,Why does it have to be you two? We've been waiting for so long too!
AvgDialog_8224_Content_60,aqzQ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,238,AvgDialog,Content,敲门的市民,就非要跟我抢是吧？找打！,"So you're really going to fight me for it, huh? Bring it on!"
AvgDialog_8224_Content_61,aqzR,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,239,AvgDialog,Content,围观的市民,打就打，忍你很久了！凭什么你就要站第一个，那位子本来就该是我的！,"Fine, let's fight! I've put up with you for long enough! How dare you take the first spot? That position belongs to me!"
AvgDialog_8224_Content_62,aqzS,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,240,AvgDialog,Content,后排的市民,<Big:打！打赢的就能第一个进去！>,<Big:Fight! The winner gets to enter first!>
AvgDialog_8224_Content_63,aqzT,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,241,AvgDialog,Content,,人们彼此推搡起来，甚至动起了手。你正要出声阻止，却听到身后传来几声闷响，伴随着一句低语。,"People start to shove each other, even coming to blows. Yet just as you were about to step in, you heard a few muffled sounds behind you, followed by a whisper."
AvgDialog_8224_Content_64,aqzU,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,242,AvgDialog,Content,,我应当忏悔。,I must repent.
AvgDialog_8224_Content_65,aqzV,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,243,AvgDialog,Content,奥吉尔,爱德华先生！,Mr. Edward!
AvgDialog_8224_Content_66,aqzW,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,244,AvgDialog,Content,,我应当流出黑色的血液。,I should bleed...Bleed black blood.
AvgDialog_8224_Content_67,aqzX,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,245,AvgDialog,Content,,萨尔瓦多转身，快速朝圣堂内跑去。,"Salvador turns, running quickly back into the Church."
AvgDialog_8224_Content_68,aqzY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,246,AvgDialog,Content,,我应当净化——,I shall purify —
AvgDialog_8224_Content_69,aqzZ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,247,AvgDialog,Content,,有什么东西破了，湿润的声音并不很响，此刻却震耳欲聋。,"Something breaks. A wet sound. Not loud by any stretch, yet deafening to your ears in the moment."
AvgDialog_8224_Content_70,aqAb,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,248,AvgDialog,Content,,爱德华弓着腰俯身在长凳的扶手上，扶手凸起的锐角深深嵌入了他的前额，鲜红的血液顺着深色的木料流下，迅速在地面扩散。,"Edward bends over the armrest of the bench, the sharp wooden edge deeply embedded into his forehead. Bright crimson blood flows down the dark wood, quickly spreading across the floor."
AvgDialog_8224_Content_71,aqAc,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,249,AvgDialog,Content,,粉色的碎骨和深色的组织从豁口内透出，即使相隔甚远，你仍能闻到那浓重的血腥味。,"Pink shards of bone and dark tissue peek through the gash; even from a distance, you can smell the heavy scent of blood."
AvgDialog_8224_Content_72,aqAd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,250,AvgDialog,Content,中年人,他死了，他死了！,"He's dead, he's dead!"
AvgDialog_8224_Content_73,aqAe,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,251,AvgDialog,Content,,萨尔瓦多很快跪到了爱德华身前，他用手捂着年轻人的额头，像是希望帮他止血。,"Salvador quickly kneels before Edward, covering the young man's forehead as if trying to stop the bleeding."
AvgDialog_8224_Content_74,aqAf,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,252,AvgDialog,Content,粗鲁的市民,哈哈！好，活该！死得好！,Haha! Serves you right! Good riddance!
AvgDialog_8224_Content_75,aqAg,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,253,AvgDialog,Content,,被奥吉尔困住的人们欢呼起来，他们互相拍着肩膀，仿佛自己目睹了一件盛大的好事。,"Those trapped by Ogier cheer at the gory sight, almost as if they were witnessing a grand, momentous occasion. "
AvgDialog_8224_Content_76,aqAh,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,254,AvgDialog,Content,,与此同时，你身边的人爆发出了与里面的人完全不同的反应。,"Meanwhile, the people around you exhibit completely different reactions from those inside the shield."
AvgDialog_8224_Content_77,aqAi,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,255,AvgDialog,Content,敲门的市民,该死的，让他抢先了！,"Damn it, he got the jump on me!"
AvgDialog_8224_Content_78,aqAj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,256,AvgDialog,Content,围观的市民,我才有资格死在圣堂里，我！,I alone deserve to die in the Church! Me!
AvgDialog_8224_Content_79,aqAk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,257,AvgDialog,Content,,强大的推力将你逼得连连后退，你不得不侧身闪入长凳间的狭窄过道中，避免被人群推倒踩踏的危险。,The sheer force of the crowd pressures you to retreat. Only sidestepping into the narrow aisles of the pews lets you avoid being trampled by the crowd.
AvgDialog_8224_Content_80,aqAm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,258,AvgDialog,Content,,失去你这个唯一的阻碍后，场面彻底失控。,"With the only obstacle, you, gone, the situation soon begins to spiral out of control."
AvgDialog_8224_Content_81,aqAn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,259,AvgDialog,Content,,<Big:砰！>,<Big:Boom!>
AvgDialog_8224_Content_82,aqAo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,260,AvgDialog,Content,,一道血印出现在圣堂粗壮的石柱上，撞到墙上的年轻人软倒在地，手指抽搐了两下，便不再动弹。,"A large, bloody mark splatters on the thick stone pillar. The young man slams into the wall and collapses, his fingers twitching twice before he stops moving."
AvgDialog_8224_Content_83,aqAp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,261,AvgDialog,Content,敲门的市民,可恶，被他抢先了！那我是第一个撞门死——,"Damn it all, he beat me to it! Well, I'll be the first to die crashing into the door—"
AvgDialog_8224_Content_85,aqAr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,263,AvgDialog,Content,后排的市民,哈、哈哈哈哈，让你抢在我前面！现在我是第一个杀人的了！,"Ha, hahaha! You got the jump on me! But now, I'm the first to die!"
AvgDialog_8224_Content_87,aqAt,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,265,AvgDialog,Content,市民们,我才是第一个，我！,"I am the first, me!"
AvgDialog_8224_Content_89,aqAv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,267,AvgDialog,Content,玩家,……这……到底……,...This...what is...
AvgDialog_8224_Content_90,aqAx,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,268,AvgDialog,Content,玩家,这到底是怎么回事……,What on earth is going on...
AvgDialog_8228_Content_1,aqAy,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,269,AvgDialog,Content,,向倦怠妥协,Languourous Surrender
AvgDialog_8228_Content_2,aqAJ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,270,AvgDialog,Content,玩家,这绝不可能是普通事件，必须赶紧联系——,This can't be an ordinary event. We have to contact —
AvgDialog_8228_Content_3,aqAU,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,271,AvgDialog,Content,威廉,%player%，你现在在哪？,"%player%, where are you?"
AvgDialog_8228_Content_4,aqBf,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,272,AvgDialog,Content,玩家,威廉？！,William?!
AvgDialog_8228_Content_5,aqBq,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,273,AvgDialog,Content,威廉,算了，不管你在哪在做什么，现在立刻放下手头的事情，到父神济世大圣堂去。,"Forget it, no matter where you are or what you're doing, drop everything right now and head to the Londinium Church of Father's Eternal Blessings."
AvgDialog_8228_Content_6,aqBB,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,274,AvgDialog,Content,威廉,那里有异常情况，需要立刻介入调查。,There's something abnormal that requires your immediate attention.
AvgDialog_8228_Content_7,aqBM,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,275,AvgDialog,Content,玩家,"我和奥吉尔正在现场。
这里有大量普通民众陷入疯狂，我们需要增援。大量增援。",Ogier and I are already on site.\nThere's... There are a large number of civilians driven to madness. We require reinforcements—significant reinforcements.
AvgDialog_8228_Content_8,aqBV,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,276,AvgDialog,Content,威廉,审查会与当地警方已经从广场西南方抵达大圣堂，正是他们确认了异常情况的出现，才将消息同步给了我们。,The Committee and local police have arrived at the Church from the southwestern square. They confirmed the abnormality and relayed the information to us.
AvgDialog_8228_Content_9,aqBW,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,277,AvgDialog,Content,威廉,你们先想办法汇合，我去找德克斯特，看看能不能从审查会那里再要点人过去。,You guys need to find a way to regroup. I'll go look for Dexter and see if we can get more people from the Committee.
AvgDialog_8228_Content_10,aqAz,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,278,AvgDialog,Content,,那平民怎么办？,What about the civilians?
AvgDialog_8228_Content_11,aqAA,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,279,AvgDialog,Content,玩家,我们这里除了自残的，还有一批有严重暴力倾向的，走不开啊。,"We have some self-harm cases here, along with a group with severe violent tendencies. We can't leave."
AvgDialog_8228_Content_12,aqAB,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,280,AvgDialog,Content,威廉,"……尽力而为，一切以发现事件源头并将其彻底解决为重。
只有尽快停止异象，他们才能真正安全。",......Do your best to discover the source of the event and resolve it completely.\nOnly by quickly stopping the anomaly can they truly be safe.
AvgDialog_8228_Content_13,aqAC,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,281,AvgDialog,Content,,伦蒂尼恩怎么那么危险啊——,Why is Londinium so dangerous—
AvgDialog_8228_Content_14,aqAD,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,282,AvgDialog,Content,威廉,……这大概就是大城市的代价吧。,...I suppose this is the price of living in a big city.
AvgDialog_8228_Content_15,aqAE,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,283,AvgDialog,Content,威廉,总之，只有尽快停止异象，他们才能真正安全。,"In short, I'm afraid they can only truly be safe by stopping that anomaly as soon as possible."
AvgDialog_8228_Content_16,aqAF,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,284,AvgDialog,Content,威廉,"抓紧时间，守密人。
务必在情况进一步恶化前解决此事。","Hurry, Keeper.\nBe sure to resolve this before the situation worsens further."
AvgDialog_8228_Content_17,aqAG,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,285,AvgDialog,Content,玩家,"我知道了。
奥吉尔，先撤下屏障，我们去和审查会的探员汇合。","Got it.\nOgier, lower the barrier first. Let's meet up with the agents from the Committee."
AvgDialog_8228_Content_18,aqAH,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,286,AvgDialog,Content,奥吉尔,"可，这些人该怎么办呢？
撤下屏障的话，他们肯定会暴动的。","Sure, but what about these people?\nIf we remove the barrier, they'll definitely riot or <Italic:worse.>"
AvgDialog_8228_Content_19,aqAI,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,287,AvgDialog,Content,,你迟疑了一会。,You hesitate for a moment.
AvgDialog_8228_Content_20,aqAK,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,288,AvgDialog,Content,玩家,我知道，我也很担心。但……但威廉说得没错，只有尽快停止异象，大家才能真正安全。,"I know, I'm worried too. But... but William is right. Only by stopping the anomaly as quick as we can, can everyone truly be safe."
AvgDialog_8228_Content_21,aqAL,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,289,AvgDialog,Content,奥吉尔,……我知道了，主君。一切听你安排。,"...I understand, my lord. I will follow your arrangements."
AvgDialog_8228_Content_22,aqAM,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,290,AvgDialog,Content,玩家,萨尔瓦多主教，这里危险，还请你先和我们一起行动，等与审查会合警方汇合后，我们会再派人手将你送到安全的地方去。,"Bishop Salvador, it's dangerous here. Please come with us. We'll send you somewhere safer after meeting with the Committee and the police."
AvgDialog_8228_Content_23,aqAN,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,291,AvgDialog,Content,萨尔瓦多,莫要担心，一切以你们的工作为重。,"Don't worry about me, prioritize your work."
AvgDialog_8228_Content_24,aqAO,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,292,AvgDialog,Content,玩家,那么，出发。,"Then, let's set off."
AvgDialog_8228_Content_25,aqAP,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,293,AvgDialog,Content,,原本热闹的广场此刻一片混乱，四处奔逃的、追逐的、尖叫的、自残的……每个人都陷入了不同程度、不同症状的疯狂。,"The once bustling plaza has fallen into chaos. People fleeing in all directions, people chasing after them, and people revelling in the blooms of their own blood... Claimed by the intoxicating sway of madness with different degrees and symptoms. "
AvgDialog_8228_Content_26,aqAQ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,294,AvgDialog,Content,,你跟在奥吉尔身后，用尽可能快的速度往广场的东南角赶去，却无可避免地被人群冲散。,"Following Ogier, you rush to the southeast corner of the square as fast as you can but inevitably get separated by the crowd."
AvgDialog_8228_Content_27,aqAR,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,295,AvgDialog,Content,,正在你思考是否要折返时，听到一个熟悉的声音。,"Yet as you contemplate whether to turn back, you hear a familiar voice."
AvgDialog_8228_Content_28,aqAS,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,296,AvgDialog,Content,索菲亚,%player%！,%player%!
AvgDialog_8228_Content_29,aqAT,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,297,AvgDialog,Content,,索菲亚惊慌的面容出现在你身前，她身后跟着几个人：其中两个穿着审查会的制服，剩下两个则是做警察打扮。,"Sophia's panicked face appears before you, followed by several others: two in Committee uniforms, two dressed as police."
AvgDialog_8228_Content_30,aqAV,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,298,AvgDialog,Content,审查会探员A,你是……守密人？,Are you... the Keeper?
AvgDialog_8228_Content_31,aqAW,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,299,AvgDialog,Content,,你有些惊讶地看向一旁的探员。,You look at the agent beside you in surprise.
AvgDialog_8228_Content_32,aqAX,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,300,AvgDialog,Content,玩家,你认识我？,Do you know me?
AvgDialog_8228_Content_33,aqAY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,301,AvgDialog,Content,审查会探员A,"我们都看过你的照片，守密人%sirormadam%。
<Blue:MTC区域维护与管理第一响应队>阿尔法小组，向你报告。","We've all seen your picture, Keeper %sirormadam%.\n<Blue:MTC Regional Maintenance and Management First Response Team> Alpha group, at your service."
AvgDialog_8228_Content_34,aqAZ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,302,AvgDialog,Content,玩家,怎么就你们几个，增援呢？,How come there are only a few of you? Where's the rest of the reinforcements?
AvgDialog_8228_Content_35,aqBa,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,303,AvgDialog,Content,审查会探员A,我们只是调查小组，增援应该还在赶来的路上。,We're just the investigation team. Reinforcements should be on their way.
AvgDialog_8228_Content_36,aqBb,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,304,AvgDialog,Content,警官A,我们是接到这位小姐的报案过来的。本来以为只是小打小闹，没想到这么严重。,"We came here after receiving a report from this young lady. We thought it would be a minor issue, but it turns out to be rather serious."
AvgDialog_8228_Content_37,aqBc,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,305,AvgDialog,Content,审查会探员A,必须赶紧联络——,Must contact immediately—
AvgDialog_8228_Content_38,aqBd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,306,AvgDialog,Content,,耀眼的白光从不知何处照射而来，针刺一般的疼痛从眼底直穿大脑，你用力捂住眼睛，却无法缓解哪怕一点疼痛。,"That dazzling white light shines again from the unknown, and a piercing pain shoots from the back of your eyes to deep within your brain. You squeeze your eyes shut, yet it does nothing to ease the pain."
AvgDialog_8228_Content_39,aqBe,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,307,AvgDialog,Content,审查会探员B,联络……啊……联络……,Contact... ah... contact...
AvgDialog_8228_Content_40,aqBg,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,308,AvgDialog,Content,,审查会探员的声音小了下去，残留在眼中的光斑阻挡了你的视线，但你清楚地听到了有人倒地的声音。,"The voice of the Committee agent fades and the afterimage in your eyes obstructs your vision, but you can clearly hear through the pain: the sound of someone collapsing."
AvgDialog_8228_Content_41,aqBh,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,309,AvgDialog,Content,审查会探员B,<Small:这里是……阿尔法……唔……>,<Small:This is... Alpha... um...>
AvgDialog_8228_Content_42,aqBi,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,310,AvgDialog,Content,,一个。,One.
AvgDialog_8228_Content_43,aqBj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,311,AvgDialog,Content,警官A,<Small:我……好几天没睡觉了……>,<Small:I... haven't slept for days...>
AvgDialog_8228_Content_44,aqBk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,312,AvgDialog,Content,,两个。,Two.
AvgDialog_8228_Content_45,aqBl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,313,AvgDialog,Content,警官A,<Small:好累啊……我得坐会儿……>,<Small:I'm so exhausted... I need to rest for just a minute...>
AvgDialog_8228_Content_46,aqBm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,314,AvgDialog,Content,,三个。,Three.
AvgDialog_8228_Content_47,aqBn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,315,AvgDialog,Content,审查会探员A,<Small:守……密人……>,<Small:Secret Keeper...>
AvgDialog_8228_Content_48,aqBo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,316,AvgDialog,Content,,热源，有人靠近了你，并且抓住了你的手。,"A warm sensation. Someone approaches you, grabbing your hand tightly."
AvgDialog_8228_Content_49,aqBp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,317,AvgDialog,Content,审查会探员A,<Small:通报……然后……>,<Small:Report... and then...>
AvgDialog_8228_Content_50,aqBr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,318,AvgDialog,Content,,四个。,Four.
AvgDialog_8228_Content_51,aqBs,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,319,AvgDialog,Content,索菲亚,警官先生，警官先生！还有探员先生！,"Officer, officer! And you, Agent!"
AvgDialog_8228_Content_52,aqBt,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,320,AvgDialog,Content,,你用力眨眼，勉强看清了面前的情景。,"You rub your eyes, barely making out the scene that's laid out before you."
AvgDialog_8228_Content_53,aqBu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,321,AvgDialog,Content,,审查会探员和警官横七竖八地倒在地上，双眼紧闭，除了随着呼吸起伏的胸腔以外一动不动，像是——,"The Committee's Agents and officers lay scattered across the ground. Their eyes are closed, with their bodies barely moving an inch except for their faintly rising and falling chests, as if—"
AvgDialog_8228_Content_54,aqBv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,322,AvgDialog,Content,玩家,……睡着了？,...Asleep?
