Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
Stage_8104_Desc,aVrK,g关卡_Stage_A.csv,566,Stage,Desc,,罗杰斯蜡像馆坐落在南华克街的最深处，靠近泰姆河的支流。\n它毫不起眼，却有众多先锋艺术爱好者慕名而来。,"Rogers Wax Museum is located deep on Southwark Street, near a tributary of the Thames.\nIt is unassuming, yet attracts many avant-garde art enthusiasts.",,,,,,"Rogers Wachsfigurenkabinett befindet sich tief in der Southwark Street, in der Nähe eines Nebenflusses der Themse.\nEs ist unscheinbar, zieht jedoch viele Liebhaber avantgardistischer Kunst an.",,,,
Stage_7923_Name,aVho,g关卡_Stage_A.csv,567,Stage,Name,,狂躁蜡馆Ⅳ,Frenzied Wax Museum IV,,,,,,Wildes Wachsfigurenkabinett IV,,,,
Stage_7923_Desc,aVhn,g关卡_Stage_A.csv,567,Stage,Desc,,罗杰斯蜡像馆坐落在南华克街的最深处，靠近泰姆河的支流。\n它毫不起眼，却有众多先锋艺术爱好者慕名而来。,"Rogers Wax Museum is located deep on Southwark Street, near a tributary of the Thames.\nIt is unassuming, yet attracts many avant-garde art enthusiasts.",,,,,,"Rogers Wachsfigurenkabinett befindet sich tief in der Southwark Street, in der Nähe eines Nebenflusses der Themse.\nEs ist unscheinbar, zieht jedoch viele Liebhaber avantgardistischer Kunst an.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_16960_FeatureName,aClW,g功能解锁_FeatureUnlock_A.csv,65,FeatureUnlock,FeatureName,,错乱异镇,Town of Madness,,,,,,Stadt des Wahnsinns,,,,
FeatureUnlock_16960_LockTip,aClX,g功能解锁_FeatureUnlock_A.csv,65,FeatureUnlock,LockTip,,完成 「调查行动」第3章·普通 后解锁,"Unlocks after completing ""Investigation"" Chapter 3: Normal",,,,,,"Wird nach Abschluss von ""Forschung"" Kapitel 3: Normal freigeschaltet",,,,
StageGroup_15942_Name,aRdi,g关卡组_StageGroup_A.csv,63,StageGroup,Name,,错乱异镇,Town of Madness,,,,,,Stadt des Wahnsinns,,,,
StageGroup_15942_Desc,aRdh,g关卡组_StageGroup_A.csv,63,StageGroup,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,"Rai Town lies to the northeast of Londinium, hidden among the endless mountains.\nSilent villagers, ever-watchful eyes... beware, nothing here is ordinary.",,,,,,"Die Stadt Rye liegt nordöstlich von Londinium, versteckt zwischen endlosen Bergen.\nStille Dorfbewohner, stets wachsame Augen... Vorsicht, hier ist nichts gewöhnlich.",,,,
StageGroup_15942_TypeText,aRdk,g关卡组_StageGroup_A.csv,63,StageGroup,TypeText,,错乱异镇,Town of Madness,,,,,,Stadt des Wahnsinns,,,,
StageGroup_15942_StageGroupRewardDescription,aRdj,g关卡组_StageGroup_A.csv,63,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black:Covenant>,,,,,,<Black:Bündnis>,,,,
Stage_7747_Name,aUVo,g关卡_Stage_A.csv,568,Stage,Name,,错乱异镇Ⅰ,Town of Madness I,,,,,,Stadt des Wahnsinns I,,,,
Stage_7747_Desc,aUVn,g关卡_Stage_A.csv,568,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,"Rai Town lies to the northeast of Londinium, hidden among the endless mountains.\nSilent villagers, ever-watchful eyes... beware, nothing here is ordinary.",,,,,,"Die Stadt Rye liegt nordöstlich von Londinium, versteckt zwischen endlosen Bergen.\nStille Dorfbewohner, stets wachsame Augen... Vorsicht, hier ist nichts gewöhnlich.",,,,
Stage_7936_Name,aVib,g关卡_Stage_A.csv,569,Stage,Name,,错乱异镇Ⅱ,Town of Madness II,,,,,,Stadt des Wahnsinns II,,,,
Stage_7936_Desc,aVia,g关卡_Stage_A.csv,569,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,"Rai Town lies to the northeast of Londinium, hidden among the endless mountains.\nSilent villagers, ever-watchful eyes... beware, nothing here is ordinary.",,,,,,"Die Stadt Rye liegt nordöstlich von Londinium, versteckt zwischen endlosen Bergen.\nStille Dorfbewohner, stets wachsame Augen... Vorsicht, hier ist nichts gewöhnlich.",,,,
Stage_7806_Name,aUZF,g关卡_Stage_A.csv,570,Stage,Name,,错乱异镇Ⅲ,Town of Madness III,,,,,,Stadt des Wahnsinns III,,,,
Stage_7806_Desc,aUZE,g关卡_Stage_A.csv,570,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,"Rai Town lies to the northeast of Londinium, hidden among the endless mountains.\nSilent villagers, ever-watchful eyes... beware, nothing here is ordinary.",,,,,,"Die Stadt Rye liegt nordöstlich von Londinium, versteckt zwischen endlosen Bergen.\nStille Dorfbewohner, stets wachsame Augen... Vorsicht, hier ist nichts gewöhnlich.",,,,
Stage_7802_Name,aUZt,g关卡_Stage_A.csv,571,Stage,Name,,错乱异镇Ⅳ,Town of Madness IV,,,,,,Stadt des Wahnsinns IV,,,,
Stage_7802_Desc,aUZs,g关卡_Stage_A.csv,571,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,"Rai Town lies to the northeast of Londinium, hidden among the endless mountains.\nSilent villagers, ever-watchful eyes... beware, nothing here is ordinary.",,,,,,"Die Stadt Rye liegt nordöstlich von Londinium, versteckt zwischen endlosen Bergen.\nStille Dorfbewohner, stets wachsame Augen... Vorsicht, hier ist nichts gewöhnlich.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_16969_FeatureName,aCmx,g功能解锁_FeatureUnlock_A.csv,66,FeatureUnlock,FeatureName,,失序山脉,Distorted Mountains,,,,,,Verzerrte Berge,,,,
FeatureUnlock_16969_LockTip,aCmy,g功能解锁_FeatureUnlock_A.csv,66,FeatureUnlock,LockTip,,完成 「调查行动」第4章·普通 后解锁,"Unlocks after completing ""Investigation"" Chapter 4: Normal",,,,,,"Wird nach Abschluss von ""Forschung"" Kapitel 4: Normal freigeschaltet",,,,
StageGroup_15924_Name,aRbO,g关卡组_StageGroup_A.csv,64,StageGroup,Name,,失序山脉,Distorted Mountains,,,,,,Verzerrte Berge,,,,
StageGroup_15924_Desc,aRbN,g关卡组_StageGroup_A.csv,64,StageGroup,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,"Elworth is located at the pole of Kadath, covered in perennial ice and snow.\nBeneath the thick and hard ice shell, the faint pulsation of life can be faintly detected.",,,,,,"Elworth liegt am Pol von Kadath, bedeckt von ewigem Eis und Schnee.\nUnter der dicken und harten Eiskruste ist ein schwaches Pulsieren von Leben zu erkennen.",,,,
StageGroup_15924_TypeText,aRbQ,g关卡组_StageGroup_A.csv,64,StageGroup,TypeText,,失序山脉,Distorted Mountains,,,,,,Verzerrte Berge,,,,
StageGroup_15924_StageGroupRewardDescription,aRbP,g关卡组_StageGroup_A.csv,64,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black:Covenant>,,,,,,<Black:Bündnis>,,,,
Stage_8165_Name,aVvj,g关卡_Stage_A.csv,572,Stage,Name,,失序山脉Ⅰ,Distorted Mountains I,,,,,,Verzerrte Berge I,,,,
Stage_8165_Desc,aVvi,g关卡_Stage_A.csv,572,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,"Elworth is located at the pole of Kadath, covered in perennial ice and snow.\nBeneath the thick and hard ice shell, the faint pulsation of life can be faintly detected.",,,,,,"Elworth liegt am Pol von Kadath, bedeckt von ewigem Eis und Schnee.\nUnter der dicken und harten Eiskruste ist ein schwaches Pulsieren von Leben zu erkennen.",,,,
Stage_7785_Name,aUXy,g关卡_Stage_A.csv,573,Stage,Name,,失序山脉Ⅱ,Distorted Mountains II,,,,,,Verzerrte Berge II,,,,
Stage_7785_Desc,aUXx,g关卡_Stage_A.csv,573,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,"Elworth is located at the pole of Kadath, covered in perennial ice and snow.\nBeneath the thick and hard ice shell, the faint pulsation of life can be faintly detected.",,,,,,"Elworth liegt am Pol von Kadath, bedeckt von ewigem Eis und Schnee.\nUnter der dicken und harten Eiskruste ist ein schwaches Pulsieren von Leben zu erkennen.",,,,
Stage_7919_Name,aVhc,g关卡_Stage_A.csv,574,Stage,Name,,失序山脉Ⅲ,Distorted Mountains III,,,,,,Verzerrte Berge III,,,,
Stage_7919_Desc,aVhb,g关卡_Stage_A.csv,574,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,"Elworth is located at the pole of Kadath, covered in perennial ice and snow.\nBeneath the thick and hard ice shell, the faint pulsation of life can be faintly detected.",,,,,,"Elworth liegt am Pol von Kadath, bedeckt von ewigem Eis und Schnee.\nUnter der dicken und harten Eiskruste ist ein schwaches Pulsieren von Leben zu erkennen.",,,,
Stage_7801_Name,aUZq,g关卡_Stage_A.csv,575,Stage,Name,,失序山脉Ⅳ,Distorted Mountains IV,,,,,,Verzerrte Berge IV,,,,
Stage_7801_Desc,aUZp,g关卡_Stage_A.csv,575,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,"Elworth is located at the pole of Kadath, covered in perennial ice and snow.\nBeneath the thick and hard ice shell, the faint pulsation of life can be faintly detected.",,,,,,"Elworth liegt am Pol von Kadath, bedeckt von ewigem Eis und Schnee.\nUnter der dicken und harten Eiskruste ist ein schwaches Pulsieren von Leben zu erkennen.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_17071_FeatureName,aCsr,g功能解锁_FeatureUnlock_A.csv,67,FeatureUnlock,FeatureName,,暗海之舟,Ship of the Dark Sea,,,,,,Schiff des dunklen Meeres,,,,
FeatureUnlock_17071_LockTip,aCss,g功能解锁_FeatureUnlock_A.csv,67,FeatureUnlock,LockTip,,完成 「调查行动」第5章·普通 后解锁,"Unlocks after completing ""Investigation"" Chapter 5: Normal",,,,,,"Wird nach Abschluss von ""Forschung"" Kapitel 5: Normal freigeschaltet",,,,
StageGroup_15908_Name,aRaC,g关卡组_StageGroup_A.csv,65,StageGroup,Name,,暗海之舟,Ship of the Dark Sea,,,,,,Schiff des dunklen Meeres,,,,
StageGroup_15908_Desc,aRaB,g关卡组_StageGroup_A.csv,65,StageGroup,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,"The Sona-Nyl was once homeported in Londinium, submerged amidst the busy flow of ships.\nAfter losing contact during a storm, it completely vanished from the mundane world, leaving behind only fragments of legend.",,,,,,"Die Sona-Nyl hatte einst ihren Heimathafen in Londinium und war inmitten des dichten Schiffsverkehrs versunken.\nNachdem sie während eines Sturms den Kontakt verloren hatte, verschwand sie vollständig aus der Welt der Sterblichen und hinterließ nur Fragmente einer Legende.",,,,
StageGroup_15908_TypeText,aRaE,g关卡组_StageGroup_A.csv,65,StageGroup,TypeText,,暗海之舟,Ship of the Dark Sea,,,,,,Schiff des dunklen Meeres,,,,
StageGroup_15908_StageGroupRewardDescription,aRaD,g关卡组_StageGroup_A.csv,65,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black:Covenant>,,,,,,<Black:Bündnis>,,,,
Stage_21376_Name,aRXH,g关卡_Stage_A.csv,576,Stage,Name,,暗海之舟Ⅰ,Ship of the Dark Sea I,,,,,,Schiff des dunklen Meeres I,,,,
Stage_21376_Desc,aRXG,g关卡_Stage_A.csv,576,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,"The Sona-Nyl was once homeported in Londinium, submerged amidst the busy flow of ships.\nAfter losing contact during a storm, it completely vanished from the mundane world, leaving behind only fragments of legend.",,,,,,"Die Sona-Nyl hatte einst ihren Heimathafen in Londinium und war inmitten des dichten Schiffsverkehrs versunken.\nNachdem sie während eines Sturms den Kontakt verloren hatte, verschwand sie vollständig aus der Welt der Sterblichen und hinterließ nur Fragmente einer Legende.",,,,
Stage_21375_Name,aRXE,g关卡_Stage_A.csv,577,Stage,Name,,暗海之舟Ⅱ,Ship of the Dark Sea II,,,,,,Schiff des dunklen Meeres II,,,,
Stage_21375_Desc,aRXD,g关卡_Stage_A.csv,577,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,"The Sona-Nyl was once homeported in Londinium, submerged amidst the busy flow of ships.\nAfter losing contact during a storm, it completely vanished from the mundane world, leaving behind only fragments of legend.",,,,,,"Die Sona-Nyl hatte einst ihren Heimathafen in Londinium und war inmitten des dichten Schiffsverkehrs versunken.\nNachdem sie während eines Sturms den Kontakt verloren hatte, verschwand sie vollständig aus der Welt der Sterblichen und hinterließ nur Fragmente einer Legende.",,,,
Stage_21374_Name,aRXB,g关卡_Stage_A.csv,578,Stage,Name,,暗海之舟Ⅲ,Ship of the Dark Sea III,,,,,,Schiff des dunklen Meeres III,,,,
Stage_21374_Desc,aRXA,g关卡_Stage_A.csv,578,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,"The Sona-Nyl was once homeported in Londinium, submerged amidst the busy flow of ships.\nAfter losing contact during a storm, it completely vanished from the mundane world, leaving behind only fragments of legend.",,,,,,"Die Sona-Nyl hatte einst ihren Heimathafen in Londinium und war inmitten des dichten Schiffsverkehrs versunken.\nNachdem sie während eines Sturms den Kontakt verloren hatte, verschwand sie vollständig aus der Welt der Sterblichen und hinterließ nur Fragmente einer Legende.",,,,
Stage_21373_Name,aRXy,g关卡_Stage_A.csv,579,Stage,Name,,暗海之舟Ⅳ,Ship of the Dark Sea IV,,,,,,Schiff des dunklen Meeres IV,,,,
Stage_21373_Desc,aRXx,g关卡_Stage_A.csv,579,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,"The Sona-Nyl was once homeported in Londinium, submerged amidst the busy flow of ships.\nAfter losing contact during a storm, it completely vanished from the mundane world, leaving behind only fragments of legend.",,,,,,"Die Sona-Nyl hatte einst ihren Heimathafen in Londinium und war inmitten des dichten Schiffsverkehrs versunken.\nNachdem sie während eines Sturms den Kontakt verloren hatte, verschwand sie vollständig aus der Welt der Sterblichen und hinterließ nur Fragmente einer Legende.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_17033_FeatureName,aCqh,g功能解锁_FeatureUnlock_A.csv,68,FeatureUnlock,FeatureName,,风暴外海,Outer Sea of Storms,,,,,,Äußeres Meer der Stürme,,,,
FeatureUnlock_17033_LockTip,aCqi,g功能解锁_FeatureUnlock_A.csv,68,FeatureUnlock,LockTip,,完成 「调查行动」第6章·普通 后解锁,"Unlocks after completing ""Investigation"" Chapter 6: Normal",,,,,,"Wird nach Abschluss von ""Forschung"" Kapitel 6: Normal freigeschaltet",,,,
StageGroup_15932_Name,aRcu,g关卡组_StageGroup_A.csv,66,StageGroup,Name,,风暴外海,The Outer Sea,,,,,,Äußeres Meer der Stürme,,,,
StageGroup_15932_Desc,aRct,g关卡组_StageGroup_A.csv,66,StageGroup,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,"The North Sea of the Kingdom of Leo has a mild and calm midsummer.\nIts winter appears serene and elegant, yet beneath the tranquil and beautiful clouds often lurk deadly storms.",,,,,,"Die Nordsee des Königreichs Leonia hat einen milden und gelassenen Hochsommer.\nDer Winter erscheint ruhig und elegant, doch unter den ruhigen und schönen Wolken lauern oft tödliche Stürme.",,,,
StageGroup_15932_TypeText,aRcw,g关卡组_StageGroup_A.csv,66,StageGroup,TypeText,,风暴外海,The Outer Sea,,,,,,Äußeres Meer der Stürme,,,,
StageGroup_15932_StageGroupRewardDescription,aRcv,g关卡组_StageGroup_A.csv,66,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black:Covenant>,,,,,,<Black:Bündnis>,,,,
Stage_36133_Name,aSfw,g关卡_Stage_A.csv,580,Stage,Name,,风暴外海Ⅰ,The Outer Sea I,,,,,,Äußeres Meer der Stürme I,,,,
Stage_36133_Desc,aSfv,g关卡_Stage_A.csv,580,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,"The North Sea of the Kingdom of Leo has a mild and calm midsummer.\nIts winter appears serene and elegant, yet beneath the tranquil and beautiful clouds often lurk deadly storms.",,,,,,"Die Nordsee des Königreichs Leonia hat einen milden und gelassenen Hochsommer.\nDer Winter erscheint ruhig und elegant, doch unter den ruhigen und schönen Wolken lauern oft tödliche Stürme.",,,,
Stage_36128_Name,aSfh,g关卡_Stage_A.csv,581,Stage,Name,,风暴外海Ⅰ,The Outer Sea I,,,,,,Äußeres Meer der Stürme I,,,,
Stage_36128_Desc,aSfg,g关卡_Stage_A.csv,581,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,"The North Sea of the Kingdom of Leo has a mild and calm midsummer.\nIts winter appears serene and elegant, yet beneath the tranquil and beautiful clouds often lurk deadly storms.",,,,,,"Die Nordsee des Königreichs Leonia hat einen milden und gelassenen Hochsommer.\nDer Winter erscheint ruhig und elegant, doch unter den ruhigen und schönen Wolken lauern oft tödliche Stürme.",,,,
Stage_36129_Name,aSfk,g关卡_Stage_A.csv,582,Stage,Name,,风暴外海Ⅰ,The Outer Sea I,,,,,,Äußeres Meer der Stürme I,,,,
Stage_36129_Desc,aSfj,g关卡_Stage_A.csv,582,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,"The North Sea of the Kingdom of Leo has a mild and calm midsummer.\nIts winter appears serene and elegant, yet beneath the tranquil and beautiful clouds often lurk deadly storms.",,,,,,"Die Nordsee des Königreichs Leonia hat einen milden und gelassenen Hochsommer.\nDer Winter erscheint ruhig und elegant, doch unter den ruhigen und schönen Wolken lauern oft tödliche Stürme.",,,,
Stage_36127_Name,aSfe,g关卡_Stage_A.csv,583,Stage,Name,,风暴外海Ⅱ,The Outer Sea II,,,,,,Äußeres Meer der Stürme II,,,,
Stage_36127_Desc,aSfd,g关卡_Stage_A.csv,583,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,"The North Sea of the Kingdom of Leo has a mild and calm midsummer.\nIts winter appears serene and elegant, yet beneath the tranquil and beautiful clouds often lurk deadly storms.",,,,,,"Die Nordsee des Königreichs Leonia hat einen milden und gelassenen Hochsommer.\nDer Winter erscheint ruhig und elegant, doch unter den ruhigen und schönen Wolken lauern oft tödliche Stürme.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_49171_FeatureName,aCwt,g功能解锁_FeatureUnlock_A.csv,69,FeatureUnlock,FeatureName,,荒沙之壁,Wall of Desert Sands,,,,,,Wand aus Wüstensand,,,,
FeatureUnlock_49171_LockTip,aCwu,g功能解锁_FeatureUnlock_A.csv,69,FeatureUnlock,LockTip,,完成 「调查行动」第7章·普通 后解锁,"Unlocks after completing ""Investigation"" Chapter 7: Normal",,,,,,"Wird nach Abschluss von ""Forschung"" Kapitel 7: Normal freigeschaltet",,,,
StageGroup_49168_Name,aRmG,g关卡组_StageGroup_A.csv,67,StageGroup,Name,,荒沙之壁,Wall of Desert Sands,,,,,,Wand aus Wüstensand,,,,
StageGroup_49168_Desc,aRmF,g关卡组_StageGroup_A.csv,67,StageGroup,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,"In A.F. 225, the storm wall was born in the Remouahe Desert, forming a natural barrier around the Holy River's source",,,,,,In 225 nach der Flut entstand die Sturmwand in der Remouahe-Wüste und bildete eine natürliche Barriere um die Quelle des Heiligen Flusses.,,,,
StageGroup_49168_TypeText,aRmI,g关卡组_StageGroup_A.csv,67,StageGroup,TypeText,,荒沙之壁,Wall of Desert Sands,,,,,,Wand aus Wüstensand,,,,
StageGroup_49168_StageGroupRewardDescription,aRmH,g关卡组_StageGroup_A.csv,67,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black:Covenant>,,,,,,<Black:Bündnis>,,,,
Stage_49164_Name,aSAn,g关卡_Stage_A.csv,584,Stage,Name,,荒沙之壁Ⅰ,Wall of Desert Sands I,,,,,,Wand aus Wüstensand I,,,,
Stage_49164_Desc,aSAm,g关卡_Stage_A.csv,584,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,"In A.F. 225, the storm wall was born in the Remouahe Desert, forming a natural barrier around the Holy River's source",,,,,,In 225 nach der Flut entstand die Sturmwand in der Remouahe-Wüste und bildete eine natürliche Barriere um die Quelle des Heiligen Flusses.,,,,
Stage_49163_Name,aSAk,g关卡_Stage_A.csv,585,Stage,Name,,荒沙之壁Ⅰ,Wall of Desert Sands I,,,,,,Wand aus Wüstensand I,,,,
Stage_49163_Desc,aSAj,g关卡_Stage_A.csv,585,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,"In A.F. 225, the storm wall was born in the Remouahe Desert, forming a natural barrier around the Holy River's source",,,,,,In 225 nach der Flut entstand die Sturmwand in der Remouahe-Wüste und bildete eine natürliche Barriere um die Quelle des Heiligen Flusses.,,,,
Stage_49162_Name,aSAh,g关卡_Stage_A.csv,586,Stage,Name,,荒沙之壁Ⅰ,Wall of Desert Sands I,,,,,,Wand aus Wüstensand I,,,,
Stage_49162_Desc,aSAg,g关卡_Stage_A.csv,586,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,"In A.F. 225, the storm wall was born in the Remouahe Desert, forming a natural barrier around the Holy River's source",,,,,,In 225 nach der Flut entstand die Sturmwand in der Remouahe-Wüste und bildete eine natürliche Barriere um die Quelle des Heiligen Flusses.,,,,
Stage_49166_Name,aSAt,g关卡_Stage_A.csv,587,Stage,Name,,荒沙之壁Ⅱ,Wall of Desert Sands II,,,,,,Wand aus Wüstensand II,,,,
Stage_49166_Desc,aSAs,g关卡_Stage_A.csv,587,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,"In A.F. 225, the storm wall was born in the Remouahe Desert, forming a natural barrier around the Holy River's source",,,,,,In 225 nach der Flut entstand die Sturmwand in der Remouahe-Wüste und bildete eine natürliche Barriere um die Quelle des Heiligen Flusses.,,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_58913_FeatureName,aCzL,g功能解锁_FeatureUnlock_A.csv,70,FeatureUnlock,FeatureName,,原初裂隙,Prime Fissure,,,,,,Urriss,,,,
FeatureUnlock_58913_LockTip,aCzM,g功能解锁_FeatureUnlock_A.csv,70,FeatureUnlock,LockTip,,完成 「调查行动」第8章·普通 后解锁,"Unlock after completing ""Investigation"" Chapter 8: Normal",,,,,,"Wird nach Abschluss von ""Forschung"" Kapitel 8: Normal freigeschaltet",,,,
StageGroup_58897_Name,aRBm,g关卡组_StageGroup_A.csv,68,StageGroup,Name,,原初裂隙,Prime Fissure,,,,,,Urriss,,,,
StageGroup_58897_Desc,aRBl,g关卡组_StageGroup_A.csv,68,StageGroup,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,Hidden beneath Mythag is the world's first and also its final catastrophe.,,,,,,Unter Mythag verbirgt sich die erste und zugleich letzte Weltkatastrophe.,,,,
StageGroup_58897_TypeText,aRBo,g关卡组_StageGroup_A.csv,68,StageGroup,TypeText,,原初裂隙,Prime Fissure,,,,,,Urriss,,,,
StageGroup_58897_StageGroupRewardDescription,aRBn,g关卡组_StageGroup_A.csv,68,StageGroup,StageGroupRewardDescription,,<Black:密契>,<Black:Covenant>,,,,,,<Black:Bündnis>,,,,
Stage_59067_Name,aTLe,g关卡_Stage_A.csv,588,Stage,Name,,原初裂隙Ⅰ,Prime Fissure I,,,,,,Urriss I,,,,
Stage_59067_Desc,aTLd,g关卡_Stage_A.csv,588,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,Hidden beneath Mythag is the world's first and also its final catastrophe.,,,,,,Unter Mythag verbirgt sich die erste und zugleich letzte Weltkatastrophe.,,,,
Stage_59075_Name,aTLC,g关卡_Stage_A.csv,589,Stage,Name,,原初裂隙Ⅰ,Prime Fissure I,,,,,,Urriss I,,,,
Stage_59075_Desc,aTLB,g关卡_Stage_A.csv,589,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,Hidden beneath Mythag is the world's first and also its final catastrophe.,,,,,,Unter Mythag verbirgt sich die erste und zugleich letzte Weltkatastrophe.,,,,
Stage_59072_Name,aTLt,g关卡_Stage_A.csv,590,Stage,Name,,原初裂隙Ⅰ,Prime Fissure I,,,,,,Urriss I,,,,
Stage_59072_Desc,aTLs,g关卡_Stage_A.csv,590,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,Hidden beneath Mythag is the world's first and also its final catastrophe.,,,,,,Unter Mythag verbirgt sich die erste und zugleich letzte Weltkatastrophe.,,,,
Stage_59077_Name,aTLI,g关卡_Stage_A.csv,591,Stage,Name,,原初裂隙Ⅱ,Prime Fissure II,,,,,,Urriss II,,,,
Stage_59077_Desc,aTLH,g关卡_Stage_A.csv,591,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,Hidden beneath Mythag is the world's first and also its final catastrophe.,,,,,,Unter Mythag verbirgt sich die erste und zugleich letzte Weltkatastrophe.,,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_58910_FeatureName,aCzC,g功能解锁_FeatureUnlock_A.csv,71,FeatureUnlock,FeatureName,,万象门扉,Gateway of All Realms,,,,,,Tor zu allen Reichen,,,,
FeatureUnlock_58910_LockTip,aCzD,g功能解锁_FeatureUnlock_A.csv,71,FeatureUnlock,LockTip,,完成 「调查行动」第9章·普通 后解锁,"Unlock after completing ""Investigation"" Chapter 9: Ordinary",,,,,,"Wird nach Abschluss von ""Forschung"" Kapitel 9: Normal freigeschaltet",,,,
StageGroup_58899_Name,aRBu,g关卡组_StageGroup_A.csv,69,StageGroup,Name,,万象门扉,Omnium Gateway,,,,,,Tor zu allen Reichen,,,,
